func_100011_g,getIsPotionDurationMax
func_148135_f,getMaxScroll
func_148136_c,overlayBackground
func_148137_d,getScrollBarX
func_148138_e,getContentHeight
func_148139_c,getListWidth
func_148140_g,setSlotXBoundsFromLeft
func_148141_e,isMouseYWithinSlotBounds
func_148142_b,renderDecorations
func_148143_b,setEnabled
func_148144_a,elementClicked
func_148145_f,scrollBy
func_148146_j,getSlotHeight
func_148147_a,actionPerformed
func_148148_g,getAmountScrolled
func_148171_c,blitSlotIcon
func_148173_e,blitSlotBg
func_148179_a,mouseClicked
func_148180_b,getListEntry
func_148181_b,mouseReleased
func_148182_a,createButton
func_148192_c,setSelectedSlotIndex
func_148193_k,getSelected
func_148194_a,updateNetworkServers
func_148195_a,updateOnlineServers
func_148201_l,getList
func_148202_k,getListHeader
func_148209_a,renderStat
func_148210_b,getHeaderDescriptionId
func_148211_c,getSlotStat
func_148212_h,sortByColumn
func_148213_a,renderMouseHoverToolTip
func_148224_c,drawItemBackground
func_148225_a,drawItem
func_148226_e,drawItemBackground
func_148236_a,updateMapTexture
func_148237_a,render
func_148246_a,updateMapTexture
func_148248_b,getMapRendererInstance
func_148249_a,clearLoadedMaps
func_148250_a,renderMap
func_148254_d,getToken
func_148255_b,getPlayerID
func_148256_e,getProfile
func_148259_a,saveScreenshot
func_148260_a,saveScreenshot
func_148262_d,denormalizeValue
func_148263_a,setValueMax
func_148264_f,snapToStep
func_148266_c,normalizeValue
func_148267_f,getValueMax
func_148268_e,snapToStepClamp
func_148277_b,mouseReleased
func_148278_a,mousePressed
func_148296_a,getServerData
func_148297_b,prepareServerIcon
func_148307_h,canMoveDown
func_148308_f,canMoveLeft
func_148309_e,canMoveRight
func_148310_d,showHoverOverlay
func_148311_a,getResourcePackDescription
func_148312_b,getResourcePackName
func_148313_c,bindResourcePackIcon
func_148314_g,canMoveUp
func_148318_i,getResourcePackEntry
func_148328_e,canScroll
func_148329_a,scrollTo
func_148334_a,generateNewRandomName
func_148335_a,reseedRandomGenerator
func_148527_a,setRepositories
func_148529_f,clearResourcePack
func_148530_e,getServerResourcePack
func_148537_a,sendPacketToAllPlayersInDimension
func_148539_a,sendMessage
func_148540_a,sendPacketToAllPlayers
func_148542_a,allowUserToConnect
func_148543_a,sendToAllNearExcept
func_148544_a,sendMessage
func_148545_a,createPlayerForUser
func_148574_b,canReplaceExisting
func_148586_a,getTypeInt
func_148596_a,reloadSoundSystem
func_148597_a,isSoundPlaying
func_148599_a,playDelayedSound
func_148602_b,stopSound
func_148604_f,resumeAllSounds
func_148605_d,updateAllSounds
func_148608_i,loadSoundSystem
func_148610_e,pauseAllSounds
func_148611_c,playSound
func_148612_a,getURLForSoundResource
func_148613_b,unloadSoundSystem
func_148614_c,stopAllSounds
func_148615_a,setListener
func_148633_c,getMaxDelay
func_148634_b,getMinDelay
func_148720_g,cloneEntry
func_148721_a,getWeight
func_148740_a,createUnderlyingMap
func_148741_d,containsKey
func_148742_b,getKeys
func_148745_a,getByValue
func_148746_a,put
func_148747_b,get
func_148754_a,getObjectById
func_148757_b,getIDForObject
func_148763_c,clearMap
func_148821_a,glBlendFunc
func_148822_b,isFramebufferEnabled
func_148833_a,processPacket
func_148837_a,readPacketData
func_148840_b,writePacketData
func_148845_c,getBreakerId
func_148846_g,getProgress
func_148853_f,getTileEntityType
func_148857_g,getNbtCompound
func_148864_h,getData2
func_148868_c,getBlockType
func_148869_g,getData1
func_148888_e,wasAccepted
func_148889_c,getWindowId
func_148890_d,getActionNumber
func_148897_h,getEntityId
func_148898_f,getSlotCount
func_148900_g,hasSlots
func_148901_c,getWindowId
func_148902_e,getGuiId
func_148910_d,getItemStacks
func_148911_c,getWindowId
func_148915_c,getChatComponent
func_148916_d,isSystem
func_148928_d,getY
func_148930_g,getPitch
func_148931_f,getYaw
func_148932_c,getX
func_148933_e,getZ
func_148941_i,getYaw
func_148943_d,getEntityID
func_148944_c,getDataManagerEntries
func_148945_j,getPitch
func_148961_h,getTitle
func_148965_c,getEntityID
func_148974_c,getStatisticMap
func_148977_d,getAnimationType
func_148978_c,getEntityID
func_148985_c,getEntityID
func_148986_g,getXPValue
func_148993_l,getType
func_148999_i,getSpeedZ
func_149000_e,setSpeedY
func_149001_c,getEntityID
func_149002_g,setData
func_149003_d,setSpeedX
func_149004_h,getSpeedY
func_149006_k,getYaw
func_149007_f,setSpeedZ
func_149008_j,getPitch
func_149009_m,getData
func_149010_g,getSpeedX
func_149024_d,getEntityID
func_149025_e,getEntityType
func_149026_i,getVelocityX
func_149027_c,getDataManagerEntries
func_149028_l,getYaw
func_149030_m,getPitch
func_149031_k,getVelocityZ
func_149032_n,getHeadPitch
func_149033_j,getVelocityY
func_149052_c,getEntityId
func_149053_g,getType
func_149060_h,isRotating
func_149063_g,getPitch
func_149065_a,getEntity
func_149066_f,getYaw
func_149080_f,getWorldType
func_149081_d,getDifficulty
func_149082_c,getDimensionID
func_149083_e,getGameType
func_149091_a,getPlayer
func_149098_c,getEntityIDs
func_149101_g,getFlySpeed
func_149102_b,setFlying
func_149103_f,isCreativeMode
func_149104_a,setFlySpeed
func_149105_e,isAllowFlying
func_149106_d,isFlying
func_149107_h,getWalkSpeed
func_149108_a,setInvulnerable
func_149109_c,setAllowFlying
func_149110_b,setWalkSpeed
func_149111_d,setCreativeMode
func_149112_c,isInvulnerable
func_149134_c,getId
func_149137_d,getValue
func_149138_c,getGameState
func_149143_g,getY
func_149144_d,getMotionY
func_149145_h,getZ
func_149146_i,getStrength
func_149147_e,getMotionZ
func_149148_f,getX
func_149149_c,getMotionX
func_149150_j,getAffectedBlockPositions
func_149160_c,getOpCode
func_149161_a,getEntity
func_149165_c,getReason
func_149169_c,getChannelName
func_149173_d,getSlot
func_149174_e,getStack
func_149175_c,getWindowId
func_149180_e,getValue
func_149181_d,getProperty
func_149182_c,getWindowId
func_149188_c,getMapId
func_149192_g,getDifficulty
func_149193_h,getMaxPlayers
func_149194_f,getDimension
func_149195_d,isHardcoreMode
func_149196_i,getWorldType
func_149197_c,getPlayerId
func_149198_e,getGameType
func_149207_d,getX
func_149208_g,getVolume
func_149209_h,getPitch
func_149210_f,getZ
func_149211_e,getY
func_149220_d,getXCoordinate
func_149221_g,getXOffset
func_149222_k,getParticleCount
func_149223_i,getZOffset
func_149224_h,getYOffset
func_149225_f,getZCoordinate
func_149226_e,getYCoordinate
func_149227_j,getParticleSpeed
func_149241_e,getSoundData
func_149242_d,getSoundType
func_149244_c,isSoundServerwide
func_149271_f,getChunkZ
func_149273_e,getChunkX
func_149274_i,isFullChunk
func_149276_g,getExtractedSize
func_149289_c,getClientTime
func_149294_c,getResponse
func_149299_b,getVerifyToken
func_149300_a,getSecretKey
func_149304_c,getProfile
func_149306_d,getDisplayName
func_149307_h,getAction
func_149308_i,getFriendlyFlags
func_149309_f,getSuffix
func_149310_g,getPlayers
func_149311_e,getPrefix
func_149312_c,getName
func_149321_d,getObjectiveName
func_149323_e,getScoreValue
func_149324_c,getPlayerName
func_149330_d,getFoodLevel
func_149331_e,getSaturationLevel
func_149332_c,getHealth
func_149337_d,getObjectiveValue
func_149338_e,getAction
func_149339_c,getObjectiveName
func_149353_d,getEntityID
func_149354_c,getCollectedItemEntityID
func_149365_d,getWorldTime
func_149366_c,getTotalWorldTime
func_149370_d,getName
func_149371_c,getPosition
func_149375_d,getEntityId
func_149376_c,getDataManagerEntries
func_149380_c,getYaw
func_149381_a,getEntity
func_149385_c,getHeldItemHotbarIndex
func_149389_d,getEntityID
func_149390_c,getItemStack
func_149395_e,getLevel
func_149396_d,getTotalExperience
func_149397_c,getExperienceBar
func_149402_e,getVehicleEntityId
func_149403_d,getEntityId
func_149409_f,getMotionZ
func_149410_e,getMotionY
func_149411_d,getMotionX
func_149412_c,getEntityID
func_149419_c,getMessage
func_149426_d,getEntityId
func_149427_e,getEffectId
func_149428_f,getAmplifier
func_149429_c,isMaxDuration
func_149435_c,getStatus
func_149439_c,getMessage
func_149441_d,getSnapshots
func_149442_c,getEntityId
func_149447_h,getPitch
func_149450_g,getYaw
func_149451_c,getEntityId
func_149460_c,getKey
func_149465_i,isOnGround
func_149483_b,setFlying
func_149484_f,isCreativeMode
func_149485_a,setFlySpeed
func_149486_e,isAllowFlying
func_149488_d,isFlying
func_149490_a,setInvulnerable
func_149491_c,setAllowFlying
func_149492_b,setWalkSpeed
func_149493_d,setCreativeMode
func_149494_c,isInvulnerable
func_149512_e,getAuxData
func_149520_f,isColorsEnabled
func_149521_d,getModelPartFlags
func_149523_e,getChatVisibility
func_149524_c,getLang
func_149532_c,getWindowId
func_149533_d,getUid
func_149537_d,getButton
func_149539_c,getWindowId
func_149543_e,getUsedButton
func_149544_d,getSlotId
func_149546_g,getClickedItem
func_149547_f,getActionNumber
func_149548_c,getWindowId
func_149559_c,getChannelName
func_149564_a,getEntityFromWorld
func_149565_c,getAction
func_149594_c,getRequestedState
func_149595_d,getProtocolVersion
func_149603_c,getReason
func_149607_e,getVerifyToken
func_149608_d,getPublicKey
func_149609_c,getServerId
func_149614_c,getSlotId
func_149617_f,isSneaking
func_149618_e,isJumping
func_149620_c,getStrafeSpeed
func_149625_d,getStack
func_149627_c,getSlotId
func_149630_c,getMatches
func_149634_a,getBlockFromItem
func_149637_q,isBlockNormalCube
func_149638_a,getExplosionResistance
func_149645_b,getRenderType
func_149647_a,setCreativeTab
func_149649_H,disableStats
func_149652_G,getEnableStats
func_149653_t,getTickRandomly
func_149656_h,getPushReaction
func_149659_a,canDropFromExplosion
func_149662_c,isOpaqueCube
func_149663_c,setTranslationKey
func_149666_a,getSubBlocks
func_149667_c,isAssociatedBlock
func_149671_p,registerBlocks
func_149672_a,setSoundType
func_149675_a,setTickRandomly
func_149679_a,quantityDroppedWithBonus
func_149680_a,isEqualTo
func_149682_b,getIdFromBlock
func_149684_b,getBlockFromName
func_149686_d,isFullCube
func_149688_o,getMaterial
func_149698_L,requiresUpdates
func_149700_E,canSilkHarvest
func_149703_v,isCollidable
func_149708_J,getCreativeTab
func_149710_n,getUseNeighborBrightness
func_149711_c,setHardness
func_149713_g,setLightOpacity
func_149715_a,setLightLevel
func_149716_u,hasTileEntity
func_149717_k,getLightOpacity
func_149721_r,isNormalCube
func_149722_s,setBlockUnbreakable
func_149729_e,getBlockById
func_149730_j,isFullBlock
func_149732_F,getLocalizedName
func_149738_a,tickRate
func_149739_a,getTranslationKey
func_149740_M,hasComparatorInputOverride
func_149744_f,canProvidePower
func_149745_a,quantityDropped
func_149750_m,getLightValue
func_149751_l,isTranslucent
func_149752_b,setResistance
func_149801_b,getLiquidHeightPercent
func_149829_a,onStartFalling
func_149843_e,init
func_149865_P,getCrop
func_149866_i,getSeed
func_149915_a,createNewTileEntity
func_149917_c,isEnabled
func_149939_a,getDispensePosition
func_149940_a,getBehavior
func_150002_b,getTranslationKey
func_150122_b,setGraphicsLevel
func_150206_m,createDeepCopy
func_150209_a,setHoverEvent
func_150210_i,getHoverEvent
func_150215_a,getColor
func_150217_b,setItalic
func_150218_j,getFormattingCode
func_150221_a,setParentStyle
func_150223_b,getBold
func_150224_n,getParent
func_150225_c,setStrikethrough
func_150227_a,setBold
func_150228_d,setUnderlined
func_150229_g,isEmpty
func_150232_l,createShallowCopy
func_150233_f,getObfuscated
func_150234_e,getUnderlined
func_150235_h,getClickEvent
func_150236_d,getStrikethrough
func_150237_e,setObfuscated
func_150238_a,setColor
func_150241_a,setClickEvent
func_150242_c,getItalic
func_150253_a,getSiblings
func_150254_d,getFormattedText
func_150255_a,setStyle
func_150256_b,getStyle
func_150257_a,appendSibling
func_150258_a,appendText
func_150259_f,createCopy
func_150260_c,getUnformattedText
func_150261_e,getUnformattedComponentText
func_150262_a,createDeepCopyIterator
func_150265_g,getText
func_150268_i,getKey
func_150269_b,initializeFromFormat
func_150270_g,ensureInitialized
func_150271_j,getFormatArgs
func_150272_a,getFormatArgumentAsComponent
func_150284_a,create
func_150285_a_,getString
func_150286_g,getDouble
func_150287_d,getInt
func_150288_h,getFloat
func_150289_e,getShort
func_150290_f,getByte
func_150291_c,getLong
func_150292_c,getByteArray
func_150295_c,getTagList
func_150296_c,getKeySet
func_150297_b,hasKey
func_150298_a,writeEntry
func_150299_b,getTagId
func_150302_c,getIntArray
func_150303_d,getTagType
func_150304_a,set
func_150305_b,getCompoundTagAt
func_150306_c,getIntArrayAt
func_150307_f,getStringTagAt
func_150308_e,getFloatAt
func_150309_d,getDoubleAt
func_150502_a,bufToBytes
func_150503_a,decipher
func_150504_a,cipher
func_150510_c,getLastUpdateTimeInMilliseconds
func_150513_a,genDecorations
func_150523_a,canGrowInto
func_150526_a,placeLeafAt
func_150533_a,getHeight
func_150541_c,createCrown
func_150559_j,isSnowyBiome
func_150561_m,getTempCategory
func_150562_l,getBiomeClass
func_150567_a,getRandomTreeFeature
func_150568_d,getBiome
func_150619_a,generateBands
func_150645_c,connectTo
func_150649_b,canConnectTo
func_150650_a,countAdjacentRails
func_150651_b,removeSoftConnections
func_150653_a,isConnectedToRail
func_150663_a,writeTag
func_150668_b,getValue
func_150669_a,getAction
func_150672_a,getValueByCanonicalName
func_150673_b,getCanonicalName
func_150674_a,shouldAllowInChat
func_150684_a,getValueByCanonicalName
func_150685_b,getCanonicalName
func_150686_a,shouldAllowInChat
func_150695_a,serializeChatStyle
func_150696_a,componentToJson
func_150699_a,jsonToComponent
func_150701_a,getAction
func_150702_b,getValue
func_150718_a,closeChannel
func_150719_a,setNetHandler
func_150721_g,disableAutoRead
func_150722_a,provideLocalClient
func_150723_a,setConnectionState
func_150724_d,isChannelOpen
func_150727_a,enableEncryption
func_150729_e,getNetHandler
func_150730_f,getExitMessage
func_150731_c,isLocalChannel
func_150732_b,dispatchPacket
func_150733_h,flushOutboundQueue
func_150752_a,getFromPacket
func_150759_c,getId
func_150760_a,getById
func_150786_a,writeCompoundTag
func_150787_b,writeVarInt
func_150788_a,writeItemStack
func_150789_c,readString
func_150790_a,getVarIntSize
func_150791_c,readItemStack
func_150792_a,readVarInt
func_150793_b,readCompoundTag
func_150802_k,isPopulated
func_150803_c,recheckGaps
func_150804_b,onTick
func_150808_b,getBlockLightOpacity
func_150809_p,checkLight
func_150811_f,checkLight
func_150813_a,addTileEntity
func_150826_b,translateToFallback
func_150827_a,getLastTranslationUpdateTimeInMilliseconds
func_150835_j,getBlockTileEntity
func_150857_a,isEmptyBlock
func_150858_a,calculatePortalHeight
func_150859_c,placePortalBlocks
func_150860_b,isValid
func_150869_b,matchEntitiesToTextComponent
func_150871_b,increaseStat
func_150873_a,unlockAchievement
func_150876_a,sendStats
func_150877_d,markAllDirty
func_150878_c,getDirty
func_150880_a,dumpJson
func_150881_a,parseJson
func_150882_a,readStatFile
func_150883_b,saveStatFile
func_150891_b,getIdFromItem
func_150893_a,getDestroySpeed
func_150895_a,getSubItems
func_150897_b,canHarvestBlock
func_150898_a,getItemFromBlock
func_150899_d,getItemById
func_150900_l,registerItems
func_150902_a,addExplosionInfo
func_150903_a,getExplosionTag
func_150905_g,getHealAmount
func_150906_h,getSaturationModifier
func_150910_a,fillBucket
func_150911_c,createMapDataPacket
func_150912_a,loadMapData
func_150927_i,getRecordNameLocal
func_150930_a,isNBTValid
func_150931_i,getAttackDamage
func_150932_j,getToolMaterialName
func_150943_a,setSubtypeNames
func_150951_e,getStatName
func_150952_k,getCriteria
func_150954_l,getSerializableClazz
func_150959_a,getItem
func_150967_d,getUncookedSaturationModifier
func_150970_e,getCookedHealAmount
func_150972_b,getTranslationKey
func_150973_i,canCook
func_150974_a,byMetadata
func_150975_c,getUncookedHealAmount
func_150976_a,getMetadata
func_150977_f,getCookedSaturationModifier
func_150978_a,byItemStack
func_150995_f,getRepairItem
func_150997_a,getDestroySpeed
func_150998_b,canHarvestBlock
func_151000_E,getTextComponent
func_151001_c,setStackDisplayName
func_151003_a,getSerializableElement
func_151176_b,getStatEntityKilledBy
func_151177_a,getOneShotStat
func_151178_a,init
func_151179_e,initItemDepleteStats
func_151180_a,mergeStatBases
func_151181_c,initMiningStats
func_151182_a,getStatKillEntity
func_151187_b,getJsonSerializableValue
func_151188_a,setIntegerValue
func_151189_a,getIntegerValue
func_151190_a,setJsonSerializableValue
func_151200_h,getString
func_151201_f,isJsonPrimitive
func_151202_d,isJsonArray
func_151203_m,getInt
func_151204_g,hasField
func_151205_a,isString
func_151206_a,getString
func_151207_m,getJsonArray
func_151208_a,getInt
func_151209_a,getBoolean
func_151210_l,getJsonObject
func_151211_a,isString
func_151212_i,getBoolean
func_151213_a,getJsonArray
func_151214_t,getJsonArray
func_151215_f,getInt
func_151216_b,getBoolean
func_151217_k,getFloat
func_151218_a,getJsonObject
func_151219_a,getString
